eventid, userid, eventtime, type, diffgold, diffpower, difflevel
8474,681,2022-12-18 23:06:18,2,49762,0,0
8475,685,2022-12-18 23:06:19,2,88401,0,0
8476,177,2022-12-18 23:06:47,1,-3575,21330,0
8477,370,2022-12-18 23:07:36,1,-51633,46424,0
8478,260,2022-12-18 23:08:09,2,51647,0,0
8479,935,2022-12-18 23:08:56,3,0,0,1
8480,609,2022-12-18 23:09:23,2,5288,0,0
8481,5,2022-12-18 23:10:04,1,-16877,52692,0
8482,660,2022-12-18 23:10:28,2,46039,0,0
8483,175,2022-12-18 23:11:06,3,0,0,2
8484,987,2022-12-18 23:11:17,1,-46929,33943,0
8485,877,2022-12-18 23:11:26,3,0,0,1
8486,436,2022-12-18 23:12:03,2,42721,0,0
8487,298,2022-12-18 23:12:44,1,-32853,29740,0
8488,62,2022-12-18 23:13:29,2,86709,0,0
8489,575,2022-12-18 23:14:08,3,0,0,1
8490,853,2022-12-18 23:14:25,2,35258,0,0
8491,71,2022-12-18 23:14:33,2,35420,0,0
8492,564,2022-12-18 23:14:49,2,81075,0,0
8493,231,2022-12-18 23:15:30,2,21492,0,0
8494,256,2022-12-18 23:16:04,3,0,0,1
8495,724,2022-12-18 23:16:48,3,0,0,2
8496,806,2022-12-18 23:17:06,3,0,0,2
8497,407,2022-12-18 23:17:33,2,7423,0,0
8498,1,2022-12-18 23:18:07,1,-54464,29407,0
8499,929,2022-12-18 23:18:16,2,56371,0,0
8500,480,2022-12-18 23:18:47,3,0,0,1
8501,262,2022-12-18 23:19:24,3,0,0,2
8502,580,2022-12-18 23:19:58,2,59457,0,0
8503,5,2022-12-18 23:20:13,1,-93415,77616,0
8504,790,2022-12-18 23:20:16,2,83962,0,0
8505,405,2022-12-18 23:20:26,1,-43413,67935,0
8506,115,2022-12-18 23:20:51,2,75593,0,0
8507,51,2022-12-18 23:21:17,2,76833,0,0
8508,576,2022-12-18 23:21:38,2,13051,0,0
8509,738,2022-12-18 23:22:21,1,-54555,84339,0
8510,78,2022-12-18 23:22:57,3,0,0,1
8511,266,2022-12-18 23:23:16,2,16635,0,0
8512,825,2022-12-18 23:23:50,2,84289,0,0
8513,192,2022-12-18 23:24:18,2,25386,0,0
8514,805,2022-12-18 23:24:38,1,-27778,11928,0
8515,578,2022-12-18 23:25:01,2,39739,0,0
8516,406,2022-12-18 23:25:38,2,61607,0,0
8517,284,2022-12-18 23:26:00,1,-95598,36201,0
8518,452,2022-12-18 23:26:43,2,9807,0,0
8519,400,2022-12-18 23:27:14,3,0,0,2
8520,308,2022-12-18 23:27:45,3,0,0,1
8521,129,2022-12-18 23:28:30,2,5731,0,0
8522,747,2022-12-18 23:29:19,2,92111,0,0
8523,631,2022-12-18 23:29:48,1,-59029,35235,0
8524,995,2022-12-18 23:30:27,1,-39869,28019,0
8525,214,2022-12-18 23:30:54,2,12273,0,0
8526,166,2022-12-18 23:31:41,2,67824,0,0
8527,525,2022-12-18 23:31:50,3,0,0,1
8528,785,2022-12-18 23:31:57,1,-21213,29984,0
8529,36,2022-12-18 23:32:28,1,-8328,10404,0
8530,117,2022-12-18 23:33:01,1,-4263,15857,0
8531,180,2022-12-18 23:33:03,2,13277,0,0
8532,225,2022-12-18 23:33:36,1,-17306,65099,0
8533,93,2022-12-18 23:34:11,2,70293,0,0
8534,851,2022-12-18 23:34:56,1,-87349,58384,0
8535,192,2022-12-18 23:35:23,1,-95859,39859,0
8536,150,2022-12-18 23:35:36,2,84122,0,0
8537,759,2022-12-18 23:35:51,2,72265,0,0
8538,243,2022-12-18 23:36:01,2,65831,0,0
8539,492,2022-12-18 23:36:50,2,99516,0,0
8540,275,2022-12-18 23:36:54,1,-95562,3994,0
8541,448,2022-12-18 23:37:13,2,41204,0,0
8542,626,2022-12-18 23:38:00,3,0,0,2
8543,930,2022-12-18 23:38:17,2,84071,0,0
8544,133,2022-12-18 23:38:42,2,32199,0,0
8545,203,2022-12-18 23:38:55,2,54759,0,0
8546,366,2022-12-18 23:39:44,3,0,0,2
8547,65,2022-12-18 23:40:20,2,3024,0,0
8548,519,2022-12-18 23:40:57,1,-65994,48409,0
8549,660,2022-12-18 23:41:21,1,-24241,17364,0
8550,777,2022-12-18 23:42:05,3,0,0,1
8551,171,2022-12-18 23:42:11,2,15452,0,0
8552,743,2022-12-18 23:42:48,2,8112,0,0
8553,540,2022-12-18 23:43:02,1,-80392,3641,0
8554,733,2022-12-18 23:43:44,3,0,0,2
8555,772,2022-12-18 23:43:52,1,-80245,23119,0
8556,496,2022-12-18 23:44:42,1,-9969,63665,0
8557,870,2022-12-18 23:45:21,2,24872,0,0
8558,324,2022-12-18 23:46:10,3,0,0,2
8559,131,2022-12-18 23:46:45,1,-78284,65711,0
8560,668,2022-12-18 23:46:52,1,-58308,62390,0
8561,87,2022-12-18 23:47:00,2,31463,0,0
8562,608,2022-12-18 23:47:39,3,0,0,1
8563,144,2022-12-18 23:48:29,3,0,0,2
8564,459,2022-12-18 23:49:11,3,0,0,1
8565,513,2022-12-18 23:49:19,3,0,0,1
8566,308,2022-12-18 23:49:28,3,0,0,2
8567,501,2022-12-18 23:50:07,1,-10427,86971,0
8568,82,2022-12-18 23:50:47,3,0,0,2
8569,271,2022-12-18 23:51:24,1,-33438,88703,0
8570,691,2022-12-18 23:51:55,1,-7481,1389,0
8571,910,2022-12-18 23:52:15,3,0,0,1
8572,951,2022-12-18 23:52:52,3,0,0,1
8573,363,2022-12-18 23:52:55,3,0,0,1
8574,280,2022-12-18 23:52:59,3,0,0,1
8575,406,2022-12-18 23:53:40,2,40199,0,0
8576,308,2022-12-18 23:53:53,1,-60613,96777,0
8577,992,2022-12-18 23:54:28,3,0,0,1
8578,291,2022-12-18 23:54:54,3,0,0,1
8579,98,2022-12-18 23:55:14,3,0,0,1
8580,527,2022-12-18 23:55:32,2,83388,0,0
8581,125,2022-12-18 23:55:47,2,23055,0,0
8582,114,2022-12-18 23:55:49,2,16862,0,0
8583,589,2022-12-18 23:56:07,3,0,0,2
8584,766,2022-12-18 23:56:53,3,0,0,2
8585,5,2022-12-18 23:57:38,2,40755,0,0
8586,682,2022-12-18 23:57:43,3,0,0,2
8587,756,2022-12-18 23:58:15,2,68231,0,0
8588,717,2022-12-18 23:58:36,3,0,0,1
8589,554,2022-12-18 23:59:06,1,-49779,40092,0
8590,885,2022-12-18 23:59:39,3,0,0,1
8591,785,2022-12-19 00:00:05,3,0,0,2
8592,796,2022-12-19 00:00:46,1,-12303,95742,0
8593,728,2022-12-19 00:01:33,2,66092,0,0
8594,118,2022-12-19 00:01:40,3,0,0,1
8595,709,2022-12-19 00:02:28,3,0,0,1
8596,639,2022-12-19 00:03:07,3,0,0,2
8597,92,2022-12-19 00:03:23,3,0,0,1
8598,715,2022-12-19 00:03:57,2,28714,0,0
8599,27,2022-12-19 00:04:11,1,-28217,79211,0
8600,258,2022-12-19 00:04:56,1,-82627,2797,0
8601,767,2022-12-19 00:05:23,1,-85187,57555,0
8602,350,2022-12-19 00:05:41,3,0,0,1
8603,666,2022-12-19 00:06:15,3,0,0,2
8604,100,2022-12-19 00:06:51,2,60331,0,0
8605,147,2022-12-19 00:07:35,2,73564,0,0
8606,306,2022-12-19 00:08:19,3,0,0,2
8607,395,2022-12-19 00:08:59,1,-41748,51761,0
8608,411,2022-12-19 00:09:17,3,0,0,2
8609,412,2022-12-19 00:10:04,1,-84848,28201,0
8610,871,2022-12-19 00:10:28,3,0,0,2
8611,913,2022-12-19 00:10:59,3,0,0,1
8612,243,2022-12-19 00:11:44,3,0,0,1
8613,814,2022-12-19 00:12:21,3,0,0,1
8614,418,2022-12-19 00:13:08,2,98790,0,0
8615,697,2022-12-19 00:13:49,2,39207,0,0
8616,262,2022-12-19 00:14:01,1,-54106,95727,0
8617,986,2022-12-19 00:14:37,1,-19448,44874,0
8618,952,2022-12-19 00:14:39,3,0,0,2
8619,698,2022-12-19 00:15:01,1,-27108,73190,0
8620,261,2022-12-19 00:15:13,2,2524,0,0
8621,508,2022-12-19 00:15:16,2,84990,0,0
8622,441,2022-12-19 00:15:45,1,-71648,9778,0
8623,983,2022-12-19 00:16:02,2,38609,0,0
8624,589,2022-12-19 00:16:12,3,0,0,2
8625,736,2022-12-19 00:16:23,1,-97743,96296,0
8626,655,2022-12-19 00:16:55,1,-71449,35760,0
8627,297,2022-12-19 00:17:40,1,-82592,76590,0
8628,288,2022-12-19 00:17:46,3,0,0,1
8629,914,2022-12-19 00:18:30,3,0,0,1
8630,693,2022-12-19 00:18:46,1,-44428,65425,0
8631,505,2022-12-19 00:18:56,1,-17490,11755,0
8632,23,2022-12-19 00:19:07,2,96984,0,0
8633,223,2022-12-19 00:19:22,2,40728,0,0
8634,887,2022-12-19 00:20:11,3,0,0,2
8635,117,2022-12-19 00:20:59,2,16717,0,0
8636,792,2022-12-19 00:21:19,3,0,0,2
8637,822,2022-12-19 00:21:21,2,69712,0,0
8638,616,2022-12-19 00:22:03,2,55726,0,0
8639,474,2022-12-19 00:22:14,3,0,0,2
8640,487,2022-12-19 00:22:35,1,-21905,97039,0
8641,412,2022-12-19 00:23:06,2,22102,0,0
8642,395,2022-12-19 00:23:51,1,-77998,92719,0
8643,254,2022-12-19 00:23:54,3,0,0,1
8644,730,2022-12-19 00:24:08,3,0,0,1
8645,185,2022-12-19 00:24:33,3,0,0,1
8646,705,2022-12-19 00:25:04,2,82900,0,0
8647,950,2022-12-19 00:25:28,2,76972,0,0
8648,867,2022-12-19 00:25:36,3,0,0,1
8649,687,2022-12-19 00:26:15,1,-1843,76740,0
8650,942,2022-12-19 00:26:34,3,0,0,1
8651,128,2022-12-19 00:27:15,3,0,0,1
8652,13,2022-12-19 00:27:46,1,-50560,97543,0
8653,784,2022-12-19 00:28:04,2,67115,0,0
8654,400,2022-12-19 00:28:14,3,0,0,1
8655,694,2022-12-19 00:28:25,1,-93836,74029,0
8656,422,2022-12-19 00:28:54,1,-73661,98954,0
8657,413,2022-12-19 00:29:24,2,10712,0,0
8658,80,2022-12-19 00:29:55,1,-21939,72093,0
8659,458,2022-12-19 00:29:58,2,1548,0,0
8660,529,2022-12-19 00:30:15,3,0,0,2
8661,562,2022-12-19 00:30:25,3,0,0,1
8662,932,2022-12-19 00:31:04,1,-70684,92104,0
8663,120,2022-12-19 00:31:33,1,-29228,18539,0
8664,741,2022-12-19 00:31:59,1,-75515,56300,0
8665,173,2022-12-19 00:32:23,1,-62958,50077,0
8666,198,2022-12-19 00:33:10,1,-56659,75752,0
8667,931,2022-12-19 00:33:41,3,0,0,2
8668,395,2022-12-19 00:34:23,2,83941,0,0
8669,644,2022-12-19 00:35:09,1,-28042,18818,0
8670,207,2022-12-19 00:35:49,1,-12053,6834,0
8671,301,2022-12-19 00:36:15,2,56509,0,0
8672,253,2022-12-19 00:36:41,2,96025,0,0
8673,155,2022-12-19 00:36:46,1,-34799,90769,0
8674,561,2022-12-19 00:37:00,1,-46932,30356,0
8675,79,2022-12-19 00:37:32,1,-20756,92049,0
8676,696,2022-12-19 00:37:52,2,86311,0,0
8677,882,2022-12-19 00:38:33,3,0,0,2
8678,956,2022-12-19 00:39:04,1,-29788,58243,0
8679,980,2022-12-19 00:39:27,1,-71597,57278,0
8680,918,2022-12-19 00:39:54,1,-95776,46478,0
8681,19,2022-12-19 00:40:02,2,25908,0,0
8682,477,2022-12-19 00:40:35,2,6625,0,0
8683,779,2022-12-19 00:40:42,2,65178,0,0
8684,125,2022-12-19 00:41:07,2,84882,0,0
8685,504,2022-12-19 00:41:54,2,37219,0,0
8686,633,2022-12-19 00:41:56,3,0,0,2
8687,207,2022-12-19 00:42:30,1,-93675,23192,0
8688,204,2022-12-19 00:43:15,3,0,0,1
8689,730,2022-12-19 00:43:27,1,-25347,22640,0
8690,280,2022-12-19 00:43:33,1,-25410,56557,0
8691,176,2022-12-19 00:43:42,3,0,0,2
8692,171,2022-12-19 00:44:29,1,-22776,9110,0
8693,933,2022-12-19 00:44:34,3,0,0,1
8694,446,2022-12-19 00:45:20,2,82051,0,0
8695,358,2022-12-19 00:45:39,1,-58557,60828,0
8696,68,2022-12-19 00:46:04,1,-12595,79851,0
8697,757,2022-12-19 00:46:16,1,-38729,57203,0
8698,837,2022-12-19 00:46:33,2,17336,0,0
8699,645,2022-12-19 00:47:03,3,0,0,1
8700,80,2022-12-19 00:47:24,2,83144,0,0
8701,506,2022-12-19 00:47:44,2,1039,0,0
8702,232,2022-12-19 00:48:20,3,0,0,2
8703,330,2022-12-19 00:49:08,2,81460,0,0
8704,908,2022-12-19 00:49:42,1,-47916,74407,0
8705,208,2022-12-19 00:50:02,1,-41124,62830,0
8706,643,2022-12-19 00:50:50,3,0,0,2
8707,190,2022-12-19 00:50:58,3,0,0,2
8708,1,2022-12-19 00:51:05,2,32794,0,0
8709,504,2022-12-19 00:51:44,1,-27323,42308,0
8710,556,2022-12-19 00:52:32,2,60456,0,0
8711,578,2022-12-19 00:53:06,2,21555,0,0
8712,850,2022-12-19 00:53:36,3,0,0,2
8713,806,2022-12-19 00:53:58,1,-19716,54298,0
8714,360,2022-12-19 00:54:27,3,0,0,2
8715,863,2022-12-19 00:54:58,1,-99630,48430,0
8716,266,2022-12-19 00:55:29,3,0,0,2
8717,556,2022-12-19 00:56:15,1,-81147,15948,0
8718,548,2022-12-19 00:56:18,2,6523,0,0
8719,620,2022-12-19 00:56:34,1,-77712,43383,0
8720,540,2022-12-19 00:57:05,3,0,0,2
8721,728,2022-12-19 00:57:33,3,0,0,1
8722,516,2022-12-19 00:57:56,1,-42604,39267,0
8723,599,2022-12-19 00:58:11,1,-27701,90724,0
8724,39,2022-12-19 00:58:16,2,16234,0,0
8725,427,2022-12-19 00:58:30,2,45546,0,0
8726,734,2022-12-19 00:59:09,1,-85139,99334,0
8727,741,2022-12-19 00:59:11,2,65715,0,0
8728,41,2022-12-19 00:59:20,3,0,0,2
8729,196,2022-12-19 00:59:53,3,0,0,1
8730,277,2022-12-19 01:00:04,2,96171,0,0
8731,411,2022-12-19 01:00:08,2,67142,0,0
8732,448,2022-12-19 01:00:29,2,93526,0,0
8733,936,2022-12-19 01:01:01,2,22894,0,0
8734,293,2022-12-19 01:01:50,2,93269,0,0
8735,227,2022-12-19 01:01:58,1,-58982,15834,0
8736,484,2022-12-19 01:02:20,3,0,0,2
8737,825,2022-12-19 01:02:30,2,91743,0,0
8738,173,2022-12-19 01:02:40,2,13709,0,0
8739,104,2022-12-19 01:03:22,1,-67690,98388,0
8740,946,2022-12-19 01:03:58,2,86415,0,0
8741,767,2022-12-19 01:04:33,3,0,0,1
8742,342,2022-12-19 01:05:01,1,-72248,75019,0
8743,285,2022-12-19 01:05:26,1,-95064,98466,0
8744,306,2022-12-19 01:05:47,2,6406,0,0
8745,203,2022-12-19 01:06:09,3,0,0,2
8746,848,2022-12-19 01:06:32,1,-1634,99035,0
8747,816,2022-12-19 01:06:44,2,37740,0,0
8748,263,2022-12-19 01:06:56,3,0,0,1
8749,919,2022-12-19 01:07:02,1,-16693,43251,0
8750,394,2022-12-19 01:07:21,1,-27068,34733,0
8751,686,2022-12-19 01:07:35,3,0,0,2
8752,175,2022-12-19 01:07:53,2,7678,0,0
8753,629,2022-12-19 01:08:29,2,26559,0,0
8754,752,2022-12-19 01:08:47,3,0,0,1
8755,40,2022-12-19 01:08:53,3,0,0,2
8756,137,2022-12-19 01:09:07,1,-27141,44262,0
8757,982,2022-12-19 01:09:21,3,0,0,2
8758,712,2022-12-19 01:09:45,2,62294,0,0
8759,474,2022-12-19 01:09:58,2,40289,0,0
8760,598,2022-12-19 01:10:09,3,0,0,1
8761,802,2022-12-19 01:10:49,3,0,0,2
8762,784,2022-12-19 01:10:53,1,-53469,52955,0
8763,692,2022-12-19 01:11:04,2,86865,0,0
8764,371,2022-12-19 01:11:44,1,-4397,40581,0
8765,881,2022-12-19 01:12:17,3,0,0,1
8766,317,2022-12-19 01:12:59,2,8852,0,0
8767,285,2022-12-19 01:13:31,2,68356,0,0
8768,78,2022-12-19 01:13:38,1,-16958,77971,0
8769,916,2022-12-19 01:13:48,3,0,0,1
8770,145,2022-12-19 01:14:19,3,0,0,1
8771,831,2022-12-19 01:14:40,2,56070,0,0
8772,989,2022-12-19 01:15:02,2,5597,0,0
8773,734,2022-12-19 01:15:16,2,86303,0,0
8774,706,2022-12-19 01:15:46,2,50467,0,0
8775,235,2022-12-19 01:16:28,2,26706,0,0
8776,899,2022-12-19 01:16:29,1,-36423,51136,0
8777,680,2022-12-19 01:17:15,1,-96279,78510,0
8778,291,2022-12-19 01:17:59,3,0,0,2
8779,977,2022-12-19 01:18:31,1,-82287,75108,0
8780,38,2022-12-19 01:19:07,2,14945,0,0
8781,202,2022-12-19 01:19:32,2,57940,0,0
8782,20,2022-12-19 01:20:11,2,49952,0,0
8783,538,2022-12-19 01:20:25,2,24675,0,0
8784,470,2022-12-19 01:20:29,2,38308,0,0
8785,153,2022-12-19 01:21:13,2,46701,0,0
8786,860,2022-12-19 01:21:36,3,0,0,1
8787,683,2022-12-19 01:21:54,3,0,0,2
8788,303,2022-12-19 01:22:12,2,74067,0,0
8789,910,2022-12-19 01:22:41,2,25999,0,0
8790,768,2022-12-19 01:23:04,1,-37439,37536,0
8791,85,2022-12-19 01:23:22,1,-54495,84573,0
8792,551,2022-12-19 01:24:12,2,86280,0,0
8793,695,2022-12-19 01:24:20,3,0,0,2
8794,142,2022-12-19 01:24:35,2,2722,0,0
8795,839,2022-12-19 01:25:13,1,-65964,86477,0
8796,411,2022-12-19 01:25:56,2,10385,0,0
8797,246,2022-12-19 01:26:42,3,0,0,1
8798,993,2022-12-19 01:27:07,1,-48243,10633,0
8799,603,2022-12-19 01:27:31,1,-59472,33255,0
8800,694,2022-12-19 01:27:46,3,0,0,2
8801,582,2022-12-19 01:27:48,2,37507,0,0
8802,964,2022-12-19 01:28:18,1,-13821,50400,0
8803,91,2022-12-19 01:28:19,2,92186,0,0
8804,562,2022-12-19 01:29:08,1,-36238,35942,0
8805,991,2022-12-19 01:29:35,1,-14442,38435,0
8806,810,2022-12-19 01:29:52,3,0,0,1
8807,411,2022-12-19 01:29:59,3,0,0,2
8808,863,2022-12-19 01:30:28,3,0,0,2
8809,440,2022-12-19 01:31:08,1,-53145,18860,0
8810,668,2022-12-19 01:31:49,2,39469,0,0
8811,185,2022-12-19 01:31:51,1,-32444,99574,0
8812,171,2022-12-19 01:32:37,3,0,0,2
8813,210,2022-12-19 01:32:54,1,-34780,39912,0
8814,515,2022-12-19 01:33:22,1,-73902,86913,0
8815,541,2022-12-19 01:34:10,1,-7663,47656,0
8816,899,2022-12-19 01:34:36,3,0,0,2
8817,675,2022-12-19 01:35:02,2,65842,0,0
8818,954,2022-12-19 01:35:24,2,45271,0,0
8819,250,2022-12-19 01:35:26,1,-57795,30164,0
8820,234,2022-12-19 01:35:37,2,20658,0,0
8821,245,2022-12-19 01:35:54,2,23098,0,0
8822,536,2022-12-19 01:36:23,3,0,0,1
8823,128,2022-12-19 01:36:38,3,0,0,2
8824,348,2022-12-19 01:36:57,2,83855,0,0
8825,401,2022-12-19 01:37:24,1,-60871,78227,0
8826,619,2022-12-19 01:38:09,3,0,0,2
8827,681,2022-12-19 01:38:14,3,0,0,1
8828,238,2022-12-19 01:38:28,1,-72880,36807,0
8829,582,2022-12-19 01:38:43,3,0,0,2
8830,753,2022-12-19 01:39:32,3,0,0,2
8831,402,2022-12-19 01:40:11,1,-14247,85810,0
8832,857,2022-12-19 01:40:31,1,-44903,44586,0
8833,95,2022-12-19 01:41:21,3,0,0,1
8834,56,2022-12-19 01:42:08,3,0,0,1
8835,520,2022-12-19 01:42:17,3,0,0,1
8836,67,2022-12-19 01:42:20,3,0,0,2
8837,439,2022-12-19 01:43:10,2,70751,0,0
8838,698,2022-12-19 01:43:12,2,85041,0,0
8839,278,2022-12-19 01:43:41,2,83150,0,0
8840,74,2022-12-19 01:44:27,3,0,0,2
8841,455,2022-12-19 01:45:05,2,18501,0,0
8842,420,2022-12-19 01:45:42,1,-64646,141,0
8843,780,2022-12-19 01:46:18,3,0,0,1
8844,741,2022-12-19 01:46:24,2,12464,0,0
8845,318,2022-12-19 01:46:46,1,-15865,19693,0
8846,233,2022-12-19 01:47:22,1,-3095,13125,0
8847,273,2022-12-19 01:47:59,2,48217,0,0
8848,212,2022-12-19 01:48:18,1,-22911,74094,0
8849,720,2022-12-19 01:48:33,1,-61558,2506,0
8850,748,2022-12-19 01:49:09,2,8496,0,0
8851,459,2022-12-19 01:49:41,1,-91623,87425,0
8852,519,2022-12-19 01:50:19,2,19808,0,0
8853,784,2022-12-19 01:50:38,2,6519,0,0
8854,294,2022-12-19 01:50:58,3,0,0,1
8855,878,2022-12-19 01:51:47,2,73772,0,0
8856,677,2022-12-19 01:52:30,2,21845,0,0
8857,418,2022-12-19 01:53:16,1,-84938,96964,0
8858,288,2022-12-19 01:53:53,1,-65642,76416,0
8859,311,2022-12-19 01:53:57,1,-13839,52362,0
8860,876,2022-12-19 01:54:00,3,0,0,2
8861,535,2022-12-19 01:54:18,3,0,0,2
8862,443,2022-12-19 01:54:49,3,0,0,2
8863,283,2022-12-19 01:55:36,2,23507,0,0
8864,50,2022-12-19 01:55:47,2,47420,0,0
8865,393,2022-12-19 01:56:11,2,12909,0,0
8866,402,2022-12-19 01:56:36,1,-76641,5794,0
8867,594,2022-12-19 01:56:44,1,-7124,64012,0
8868,850,2022-12-19 01:57:19,2,26834,0,0
8869,460,2022-12-19 01:58:04,2,74558,0,0
8870,550,2022-12-19 01:58:27,3,0,0,2
8871,41,2022-12-19 01:58:54,2,17336,0,0
8872,795,2022-12-19 01:59:25,2,26806,0,0
8873,995,2022-12-19 01:59:48,3,0,0,2
8874,896,2022-12-19 02:00:04,3,0,0,2
8875,71,2022-12-19 02:00:27,2,24970,0,0
8876,843,2022-12-19 02:00:54,1,-87094,90020,0
8877,4,2022-12-19 02:01:26,2,94974,0,0
8878,656,2022-12-19 02:02:03,2,50164,0,0
8879,35,2022-12-19 02:02:23,2,98838,0,0
8880,83,2022-12-19 02:02:31,2,56324,0,0
8881,331,2022-12-19 02:02:53,2,42511,0,0
8882,758,2022-12-19 02:03:23,3,0,0,2
8883,631,2022-12-19 02:03:49,3,0,0,1
8884,583,2022-12-19 02:03:54,2,73960,0,0
8885,740,2022-12-19 02:04:18,2,22182,0,0
8886,274,2022-12-19 02:04:25,1,-26287,6823,0
8887,536,2022-12-19 02:04:43,2,98841,0,0
8888,236,2022-12-19 02:05:25,1,-12814,38378,0
8889,302,2022-12-19 02:06:15,3,0,0,2
8890,116,2022-12-19 02:06:17,3,0,0,1
8891,767,2022-12-19 02:06:51,3,0,0,2
8892,918,2022-12-19 02:07:15,2,10408,0,0
8893,623,2022-12-19 02:07:52,3,0,0,2
8894,894,2022-12-19 02:08:35,2,68766,0,0
8895,252,2022-12-19 02:08:41,2,34690,0,0
8896,318,2022-12-19 02:09:21,3,0,0,2
8897,833,2022-12-19 02:09:48,1,-186,20244,0
8898,485,2022-12-19 02:10:03,2,26472,0,0
8899,915,2022-12-19 02:10:27,2,92281,0,0
8900,264,2022-12-19 02:10:55,1,-89936,84552,0
8901,369,2022-12-19 02:11:16,3,0,0,1
8902,705,2022-12-19 02:12:01,2,6145,0,0
8903,441,2022-12-19 02:12:35,3,0,0,1
8904,771,2022-12-19 02:13:15,1,-29716,55172,0
8905,479,2022-12-19 02:13:38,3,0,0,1
8906,842,2022-12-19 02:14:28,3,0,0,1
8907,539,2022-12-19 02:14:37,1,-11062,28298,0
8908,409,2022-12-19 02:15:23,1,-52234,86958,0
8909,319,2022-12-19 02:15:30,2,19598,0,0
8910,174,2022-12-19 02:16:00,1,-37882,6602,0
8911,196,2022-12-19 02:16:06,3,0,0,1
8912,642,2022-12-19 02:16:19,3,0,0,2
8913,852,2022-12-19 02:17:08,1,-19200,24776,0
8914,166,2022-12-19 02:17:38,1,-57537,365,0
8915,638,2022-12-19 02:17:40,1,-22015,38383,0
8916,56,2022-12-19 02:18:14,1,-78390,33369,0
8917,742,2022-12-19 02:18:23,3,0,0,1
8918,943,2022-12-19 02:18:47,1,-10104,64116,0
8919,141,2022-12-19 02:19:33,2,29002,0,0
8920,794,2022-12-19 02:20:07,3,0,0,2
8921,286,2022-12-19 02:20:26,1,-35723,26625,0
8922,12,2022-12-19 02:20:44,1,-89407,37237,0
8923,789,2022-12-19 02:21:31,2,94085,0,0
8924,521,2022-12-19 02:21:36,2,28433,0,0
8925,817,2022-12-19 02:22:02,2,97236,0,0
8926,163,2022-12-19 02:22:47,2,81902,0,0
8927,348,2022-12-19 02:23:11,3,0,0,1
8928,308,2022-12-19 02:23:13,1,-53378,8115,0
8929,561,2022-12-19 02:23:23,2,26924,0,0
8930,955,2022-12-19 02:23:53,1,-62416,12607,0
8931,121,2022-12-19 02:23:59,2,30008,0,0
8932,210,2022-12-19 02:24:28,1,-12864,39237,0
8933,736,2022-12-19 02:25:03,3,0,0,1
8934,632,2022-12-19 02:25:07,3,0,0,1
8935,528,2022-12-19 02:25:35,2,6366,0,0
8936,220,2022-12-19 02:25:56,3,0,0,1
8937,720,2022-12-19 02:26:39,3,0,0,2
8938,176,2022-12-19 02:27:20,1,-97672,45328,0
8939,205,2022-12-19 02:28:07,2,60193,0,0
8940,633,2022-12-19 02:28:18,1,-66655,21710,0
8941,806,2022-12-19 02:28:56,1,-97650,91775,0
8942,785,2022-12-19 02:29:16,1,-67702,65918,0
8943,417,2022-12-19 02:30:05,2,13854,0,0
8944,398,2022-12-19 02:30:13,2,67084,0,0
8945,450,2022-12-19 02:30:15,3,0,0,2
8946,347,2022-12-19 02:30:32,3,0,0,2
8947,888,2022-12-19 02:30:40,2,41371,0,0
8948,144,2022-12-19 02:31:00,3,0,0,2
8949,777,2022-12-19 02:31:35,1,-70971,63387,0
8950,62,2022-12-19 02:31:42,1,-37091,8887,0
8951,371,2022-12-19 02:32:01,1,-10267,43418,0
8952,950,2022-12-19 02:32:37,2,80454,0,0
8953,990,2022-12-19 02:32:59,3,0,0,2
8954,853,2022-12-19 02:33:38,3,0,0,2
8955,459,2022-12-19 02:34:27,2,84529,0,0
8956,913,2022-12-19 02:34:39,1,-13417,12110,0
8957,209,2022-12-19 02:34:47,2,17003,0,0
8958,350,2022-12-19 02:34:54,2,51580,0,0
8959,874,2022-12-19 02:34:58,2,28025,0,0
8960,281,2022-12-19 02:35:32,2,10169,0,0
8961,911,2022-12-19 02:35:35,3,0,0,1
8962,918,2022-12-19 02:36:04,2,30657,0,0
8963,64,2022-12-19 02:36:29,1,-70252,74148,0
8964,879,2022-12-19 02:36:43,2,7033,0,0
8965,607,2022-12-19 02:37:09,2,29765,0,0
8966,933,2022-12-19 02:37:40,1,-68185,94738,0
8967,717,2022-12-19 02:38:14,2,81555,0,0
8968,868,2022-12-19 02:39:01,3,0,0,1
8969,283,2022-12-19 02:39:43,2,303,0,0
8970,186,2022-12-19 02:40:16,2,55915,0,0
8971,647,2022-12-19 02:40:22,1,-40882,31114,0
8972,36,2022-12-19 02:40:28,1,-71852,25246,0
8973,826,2022-12-19 02:40:48,2,29474,0,0
8974,384,2022-12-19 02:40:50,1,-62379,87842,0
8975,530,2022-12-19 02:41:09,2,63325,0,0
8976,897,2022-12-19 02:41:16,1,-65833,93660,0
8977,444,2022-12-19 02:41:57,3,0,0,2
8978,493,2022-12-19 02:42:14,3,0,0,1
8979,609,2022-12-19 02:43:02,1,-90551,43961,0
8980,264,2022-12-19 02:43:45,3,0,0,2
8981,7,2022-12-19 02:44:06,2,45204,0,0
8982,715,2022-12-19 02:44:28,2,5044,0,0
8983,48,2022-12-19 02:45:18,2,66352,0,0
8984,676,2022-12-19 02:45:29,2,27499,0,0
